id"created"updated"camper_id"grouping_camp_id
1340"2018-10-04 11:44:19.106574-05"2022-09-01 14:09:05.150837-05"31654"908
1335"2018-10-04 11:44:18.998219-05"2022-09-01 14:09:05.190796-05"31349"908
1386"2018-10-04 11:51:58.997678-05"2022-09-01 14:09:05.205431-05"31425"908
1324"2018-10-04 11:39:58.406034-05"2022-09-01 14:09:05.232815-05"31374"908
1325"2018-10-04 11:39:58.429054-05"2022-09-01 14:09:05.274696-05"31512"908
1313"2018-10-04 11:38:11.258756-05"2022-09-01 14:09:05.370628-05"31576"908
1394"2018-10-04 11:51:59.201113-05"2022-09-01 14:09:05.47631-05"31384"908
1296"2018-10-04 11:38:10.813081-05"2022-09-01 14:12:32.932033-05"31461"909
1366"2018-10-04 11:51:58.479048-05"2022-09-01 14:12:32.947909-05"31339"909
31"2018-10-04 11:51:59.25482-05"2022-09-01 14:12:32.962898-05"31390"909
1397"2018-10-04 12:01:56.465028-05"2022-09-01 14:12:32.977724-05"31400"909
1400"2018-10-04 12:01:56.532755-05"2022-09-01 14:12:32.992366-05"31323"909
1401"2018-10-04 12:01:56.554505-05"2022-09-01 14:12:33.007912-05"31439"909
1370"2018-10-04 11:51:58.592074-05"2022-09-01 14:12:33.048002-05"31313"909
1361"2018-10-04 11:44:19.557977-05"2022-09-01 14:12:33.099253-05"31296"909
1388"2018-10-04 11:51:59.047612-05"2022-09-01 14:12:33.177012-05"31564"909
1349"2018-10-04 11:44:19.288782-05"2022-09-01 14:12:33.235132-05"31319"909
1391"2018-10-04 11:51:59.131096-05"2022-09-01 14:12:33.249728-05"31310"909
1314"2018-10-04 11:38:11.291285-05"2022-09-01 14:12:33.332405-05"31397"909
1354"2018-10-04 11:44:19.411599-05"2022-09-01 14:12:33.347139-05"31445"909
1356"2018-10-04 11:44:19.458197-05"2022-09-01 14:12:33.402011-05"31582"909
1346"2018-10-04 11:44:19.23097-05"2022-09-01 14:13:37.605893-05"31295"905
1465"2018-10-04 12:20:56.394943-05"2022-09-02 21:47:30.430826-05"31575"914
1407"2018-10-04 12:01:56.714185-05"2018-10-04 12:01:56.714234-05"31444"14
1471"2018-10-04 12:20:56.55388-05"2022-09-02 21:48:47.021116-05"31323"915
1409"2018-10-04 12:01:56.765587-05"2018-10-04 12:01:56.765627-05"31448"14
1410"2018-10-04 12:01:56.793574-05"2018-10-04 12:01:56.793628-05"31300"14
1473"2018-10-04 12:20:56.599195-05"2022-09-02 21:48:47.20472-05"31557"915
1412"2018-10-04 12:01:56.852786-05"2018-10-04 12:01:56.85284-05"31551"14
1470"2018-10-04 12:20:56.529049-05"2022-09-02 21:48:47.263728-05"31373"915
1414"2018-10-04 12:01:56.917487-05"2018-10-04 12:01:56.917556-05"31539"14
11324"2022-09-02 21:48:47.405895-05"2022-09-02 21:48:47.405932-05"40002"915
1416"2018-10-04 12:01:56.960888-05"2018-10-04 12:01:56.960918-05"31727"14
1417"2018-10-04 12:01:56.981735-05"2018-10-04 12:01:56.981789-05"31392"14
1466"2018-10-04 12:20:56.416585-05"2022-09-02 21:48:48.009815-05"31387"915
1499"2018-10-04 12:27:32.040338-05"2022-09-02 21:48:48.038431-05"31370"915
1420"2018-10-04 12:01:57.045656-05"2018-10-04 12:01:57.045704-05"31297"14
1421"2018-10-04 12:01:57.067366-05"2018-10-04 12:01:57.067397-05"31303"14
1422"2018-10-04 12:01:57.090224-05"2018-10-04 12:01:57.090264-05"31530"14
1504"2018-10-04 12:27:32.17871-05"2022-09-02 21:48:48.147673-05"31302"915
1424"2018-10-04 12:01:57.132792-05"2018-10-04 12:01:57.132822-05"31585"14
1475"2018-10-04 12:20:56.640315-05"2022-09-02 21:56:05.507317-05"31394"916
1529"2018-10-04 12:31:09.618655-05"2022-09-02 21:56:05.522936-05"31441"916
1530"2018-10-04 12:31:09.6431-05"2022-09-02 21:56:05.539552-05"31511"916
1502"2018-10-04 12:27:32.115137-05"2022-09-02 21:56:05.616253-05"31582"916
1469"2018-10-04 12:20:56.491948-05"2022-09-02 22:00:24.850668-05"31310"913
1430"2018-10-04 12:01:57.265048-05"2018-10-04 12:01:57.265096-05"31494"14
1464"2018-10-04 12:20:56.363828-05"2022-09-02 22:07:20.913712-05"31535"916
1472"2018-10-04 12:20:56.577563-05"2022-09-02 22:11:30.484431-05"31524"916
1434"2018-10-04 12:08:31.296855-05"2018-10-04 12:08:31.296899-05"31615"15
1435"2018-10-04 12:08:31.318591-05"2018-10-04 12:08:31.318621-05"31623"15
1436"2018-10-04 12:08:31.341836-05"2018-10-04 12:08:31.341866-05"31499"15
1523"2018-10-04 12:31:09.439175-05"2022-09-02 22:15:14.557352-05"31669"914
1495"2018-10-04 12:27:31.943532-05"2022-09-02 22:15:35.807107-05"31408"914
1439"2018-10-04 12:08:31.406111-05"2018-10-04 12:08:31.40616-05"31489"15
1440"2018-10-04 12:08:31.429584-05"2018-10-04 12:08:31.429631-05"31396"15
1501"2018-10-04 12:27:32.087149-05"2022-09-02 22:24:57.698784-05"31397"916
1468"2018-10-04 12:20:56.468135-05"2022-09-02 22:28:00.638827-05"31438"914
1443"2018-10-04 12:08:31.508988-05"2018-10-04 12:08:31.509047-05"31731"15
1446"2018-10-04 12:08:31.596392-05"2018-10-04 12:08:31.596423-05"31382"15
1447"2018-10-04 12:08:31.620996-05"2018-10-04 12:08:31.621027-05"31415"15
1448"2018-10-04 12:08:31.647571-05"2018-10-04 12:08:31.647619-05"31724"15
1450"2018-10-04 12:08:31.703652-05"2018-10-04 12:08:31.703757-05"31450"15
1451"2018-10-04 12:08:31.730246-05"2018-10-04 12:08:31.73029-05"31604"15
1454"2018-10-04 12:08:31.813206-05"2018-10-04 12:08:31.813263-05"31607"15
1455"2018-10-04 12:08:31.840111-05"2018-10-04 12:08:31.840153-05"31443"15
1456"2018-10-04 12:08:31.867591-05"2018-10-04 12:08:31.867633-05"31304"15
1461"2018-10-04 12:08:31.996262-05"2018-10-04 12:08:31.996293-05"31584"15
1462"2018-10-04 12:08:32.017669-05"2018-10-04 12:08:32.017718-05"31610"15
1467"2018-10-04 12:20:56.445003-05"2018-10-04 12:20:56.445054-05"31663"41
1474"2018-10-04 12:20:56.620432-05"2018-10-04 12:20:56.620517-05"31551"41
1476"2018-10-04 12:20:56.659947-05"2018-10-04 12:20:56.659977-05"31607"41
1484"2018-10-04 12:21:25.826289-05"2018-10-04 12:21:25.82633-05"31663"44
1486"2018-10-04 12:21:25.861751-05"2018-10-04 12:21:25.86178-05"31607"44
1488"2018-10-04 12:21:25.901899-05"2018-10-04 12:21:25.901952-05"31551"44
1491"2018-10-04 12:27:31.84443-05"2018-10-04 12:27:31.844451-05"31734"41
1493"2018-10-04 12:27:31.896323-05"2018-10-04 12:27:31.896345-05"31299"41
1494"2018-10-04 12:27:31.921117-05"2018-10-04 12:27:31.921153-05"31484"41
1496"2018-10-04 12:27:31.970526-05"2018-10-04 12:27:31.970547-05"31382"41
1497"2018-10-04 12:27:31.993799-05"2018-10-04 12:27:31.99382-05"31530"41
1498"2018-10-04 12:27:32.016983-05"2018-10-04 12:27:32.017005-05"31368"41
1500"2018-10-04 12:27:32.063269-05"2018-10-04 12:27:32.063291-05"31443"41
1503"2018-10-04 12:27:32.149822-05"2018-10-04 12:27:32.149878-05"31298"41
1505"2018-10-04 12:28:41.170452-05"2018-10-04 12:28:41.170502-05"31734"45
1507"2018-10-04 12:28:41.225366-05"2018-10-04 12:28:41.225408-05"31299"45
1508"2018-10-04 12:28:41.252258-05"2018-10-04 12:28:41.252314-05"31484"45
1510"2018-10-04 12:28:41.299712-05"2018-10-04 12:28:41.299764-05"31382"45
1511"2018-10-04 12:28:41.326176-05"2018-10-04 12:28:41.326223-05"31530"45
1512"2018-10-04 12:28:41.36389-05"2018-10-04 12:28:41.363936-05"31368"45
1514"2018-10-04 12:28:41.428983-05"2018-10-04 12:28:41.429044-05"31443"45
1517"2018-10-04 12:28:41.513902-05"2018-10-04 12:28:41.513951-05"31298"45
1521"2018-10-04 12:31:09.383385-05"2018-10-04 12:31:09.383437-05"31615"41
1522"2018-10-04 12:31:09.411722-05"2018-10-04 12:31:09.411767-05"31364"41
1524"2018-10-04 12:31:09.46381-05"2018-10-04 12:31:09.46386-05"31362"41
1525"2018-10-04 12:31:09.489672-05"2018-10-04 12:31:09.489721-05"31448"41
1526"2018-10-04 12:31:09.521032-05"2018-10-04 12:31:09.521081-05"31536"41
1528"2018-10-04 12:31:09.577513-05"2018-10-04 12:31:09.577566-05"31656"41
1531"2018-10-04 12:31:09.665519-05"2018-10-04 12:31:09.665564-05"31309"41
1532"2018-10-04 12:31:09.697155-05"2018-10-04 12:31:09.697206-05"31494"41
1533"2018-10-04 12:31:09.725126-05"2018-10-04 12:31:09.725176-05"31322"41
1536"2018-10-04 12:31:59.512939-05"2018-10-04 12:31:59.512993-05"31615"46
1537"2018-10-04 12:31:59.544616-05"2018-10-04 12:31:59.54467-05"31364"46
1539"2018-10-04 12:31:59.60479-05"2018-10-04 12:31:59.604836-05"31362"46
1540"2018-10-04 12:31:59.639234-05"2018-10-04 12:31:59.639278-05"31448"46
1418"2018-10-04 12:01:57.003325-05"2022-09-01 13:59:06.360014-05"31528"905
1427"2018-10-04 12:01:57.198647-05"2022-09-01 13:59:06.464778-05"31475"905
1458"2018-10-04 12:08:31.926397-05"2022-09-01 13:59:06.558278-05"31481"905
1415"2018-10-04 12:01:56.941537-05"2022-09-01 13:59:06.572765-05"31428"905
1442"2018-10-04 12:08:31.482441-05"2022-09-01 14:02:16.134025-05"31353"906
1444"2018-10-04 12:08:31.54322-05"2022-09-01 14:02:16.219416-05"31493"906
1419"2018-10-04 12:01:57.024553-05"2022-09-01 14:02:16.273753-05"31524"906
1445"2018-10-04 12:08:31.570201-05"2022-09-01 14:02:16.331045-05"31377"906
1449"2018-10-04 12:08:31.683259-05"2022-09-01 14:02:16.410867-05"31314"906
1425"2018-10-04 12:01:57.154107-05"2022-09-01 14:02:16.436958-05"31329"906
1452"2018-10-04 12:08:31.757478-05"2022-09-01 14:02:16.463006-05"31394"906
1429"2018-10-04 12:01:57.239316-05"2022-09-01 14:02:16.549226-05"31462"906
1441"2018-10-04 12:08:31.453003-05"2022-09-01 14:06:06.909911-05"31543"907
1431"2018-10-04 12:08:31.222727-05"2022-09-01 14:06:06.924856-05"31641"907
1432"2018-10-04 12:08:31.245945-05"2022-09-01 14:06:07.073351-05"31375"907
1406"2018-10-04 12:01:56.68352-05"2022-09-01 14:06:07.183777-05"31639"907
1423"2018-10-04 12:01:57.113084-05"2022-09-01 14:06:07.289124-05"31557"907
1453"2018-10-04 12:08:31.784987-05"2022-09-01 14:09:05.301297-05"31307"908
1411"2018-10-04 12:01:56.820877-05"2022-09-01 14:09:05.315898-05"31447"908
1438"2018-10-04 12:08:31.384216-05"2022-09-01 14:09:05.343497-05"31325"908
1457"2018-10-04 12:08:31.892079-05"2022-09-01 14:09:05.397055-05"31511"908
1459"2018-10-04 12:08:31.952379-05"2022-09-01 14:09:05.449148-05"31652"908
1426"2018-10-04 12:01:57.176979-05"2022-09-01 14:12:33.192481-05"31333"909
1437"2018-10-04 12:08:31.361483-05"2022-09-01 14:12:33.2074-05"31370"909
1413"2018-10-04 12:01:56.886424-05"2022-09-01 14:12:33.302758-05"31496"909
1460"2018-10-04 12:08:31.975129-05"2022-09-01 14:12:33.374672-05"31320"909
1518"2018-10-04 12:28:41.54227-05"2022-09-02 20:53:44.923721-05"31302"912
1516"2018-10-04 12:28:41.487405-05"2022-09-02 20:55:26.643924-05"31582"912
1534"2018-10-04 12:31:59.444778-05"2022-09-02 21:00:01.425674-05"31461"912
1506"2018-10-04 12:28:41.199216-05"2022-09-02 21:00:45.087513-05"31375"912
1477"2018-10-04 12:21:25.681432-05"2022-09-02 21:04:13.916168-05"31666"911
1481"2018-10-04 12:21:25.770036-05"2022-09-02 21:04:14.288705-05"31575"911
1509"2018-10-04 12:28:41.275573-05"2022-09-02 21:04:14.44775-05"31408"911
1490"2018-10-04 12:21:25.93741-05"2022-09-02 21:04:14.551389-05"31438"911
1485"2018-10-04 12:21:25.843967-05"2022-09-02 21:08:10.083489-05"31394"912
1483"2018-10-04 12:21:25.807824-05"2022-09-02 21:14:40.112305-05"31387"912
1478"2018-10-04 12:21:25.707474-05"2022-09-02 21:17:18.534843-05"31535"910
1479"2018-10-04 12:21:25.730366-05"2022-09-02 21:17:18.614652-05"31323"910
1480"2018-10-04 12:21:25.749466-05"2022-09-02 21:17:18.75013-05"31524"910
1538"2018-10-04 12:31:59.573511-05"2022-09-02 21:17:18.830621-05"31669"910
1487"2018-10-04 12:21:25.88088-05"2022-09-02 21:17:19.341646-05"31310"910
1489"2018-10-04 12:21:25.919614-05"2022-09-02 21:17:19.511038-05"31373"910
1515"2018-10-04 12:28:41.457325-05"2022-09-02 21:17:19.605443-05"31397"910
1482"2018-10-04 12:21:25.789387-05"2022-09-02 21:25:16.910233-05"31557"910
1527"2018-10-04 12:31:09.549859-05"2022-09-02 21:36:55.382829-05"31319"914
1519"2018-10-04 12:31:09.322061-05"2022-09-02 21:39:16.55916-05"31461"914
1492"2018-10-04 12:27:31.8707-05"2022-09-02 21:42:57.700496-05"31375"914
1463"2018-10-04 12:20:56.339347-05"2022-09-02 21:45:03.648057-05"31666"914
1541"2018-10-04 12:31:59.667416-05"2018-10-04 12:31:59.66746-05"31536"46
1606"2018-10-04 12:41:57.494131-05"2022-09-02 21:46:18.815233-05"31305"914
1543"2018-10-04 12:31:59.722307-05"2018-10-04 12:31:59.722352-05"31656"46
1667"2018-10-04 12:47:03.182512-05"2022-09-02 21:47:17.337864-05"31324"914
1615"2018-10-04 12:41:57.846333-05"2022-09-02 21:48:15.725283-05"31496"914
1546"2018-10-04 12:31:59.827454-05"2018-10-04 12:31:59.827509-05"31309"46
1547"2018-10-04 12:31:59.860721-05"2018-10-04 12:31:59.860766-05"31494"46
1548"2018-10-04 12:31:59.889594-05"2018-10-04 12:31:59.889638-05"31322"46
1553"2018-10-04 12:35:28.583056-05"2018-10-04 12:35:28.583114-05"31479"42
1557"2018-10-04 12:35:28.705392-05"2018-10-04 12:35:28.705444-05"31489"42
1559"2018-10-04 12:35:28.783257-05"2018-10-04 12:35:28.783317-05"31304"42
1560"2018-10-04 12:35:28.819669-05"2018-10-04 12:35:28.819723-05"31631"42
1561"2018-10-04 12:35:28.85305-05"2018-10-04 12:35:28.853098-05"31727"42
1662"2018-10-04 12:47:03.088839-05"2022-09-02 21:48:47.051455-05"31455"915
1578"2018-10-04 12:38:50.761836-05"2022-09-02 21:48:47.081038-05"31500"915
1636"2018-10-04 12:44:53.041091-05"2022-09-02 21:48:47.112754-05"31487"915
1556"2018-10-04 12:35:28.677776-05"2022-09-02 21:48:47.173322-05"31564"915
1566"2018-10-04 12:35:57.643584-05"2018-10-04 12:35:57.643615-05"31479"44
1586"2018-10-04 12:38:51.005147-05"2022-09-02 21:48:47.233653-05"31325"915
1605"2018-10-04 12:41:57.46926-05"2022-09-02 21:48:47.381558-05"31376"915
1558"2018-10-04 12:35:28.749199-05"2022-09-02 21:48:47.627768-05"31626"915
1570"2018-10-04 12:35:57.747921-05"2018-10-04 12:35:57.747976-05"31489"44
1617"2018-10-04 12:41:57.88379-05"2022-09-02 21:48:47.65701-05"31652"915
1572"2018-10-04 12:35:57.800888-05"2018-10-04 12:35:57.800923-05"31304"44
1573"2018-10-04 12:35:57.821803-05"2018-10-04 12:35:57.821834-05"31631"44
1574"2018-10-04 12:35:57.845352-05"2018-10-04 12:35:57.845399-05"31727"44
1575"2018-10-04 12:38:50.673903-05"2018-10-04 12:38:50.673947-05"31697"42
1577"2018-10-04 12:38:50.732677-05"2018-10-04 12:38:50.73272-05"31435"42
1579"2018-10-04 12:38:50.790167-05"2018-10-04 12:38:50.790207-05"31623"42
1581"2018-10-04 12:38:50.851518-05"2018-10-04 12:38:50.851562-05"31633"42
1582"2018-10-04 12:38:50.878308-05"2018-10-04 12:38:50.878357-05"31381"42
1583"2018-10-04 12:38:50.907145-05"2018-10-04 12:38:50.907198-05"31724"42
1587"2018-10-04 12:38:51.028034-05"2018-10-04 12:38:51.028082-05"31539"42
1588"2018-10-04 12:38:51.052809-05"2018-10-04 12:38:51.052841-05"31567"42
1589"2018-10-04 12:38:51.078707-05"2018-10-04 12:38:51.078748-05"31584"42
1590"2018-10-04 12:39:30.058878-05"2018-10-04 12:39:30.058908-05"31697"45
1634"2018-10-04 12:44:52.976767-05"2022-09-02 21:48:47.837379-05"31312"915
1592"2018-10-04 12:39:30.099119-05"2018-10-04 12:39:30.099149-05"31435"45
1580"2018-10-04 12:38:50.824579-05"2022-09-02 21:48:47.892736-05"31377"915
1594"2018-10-04 12:39:30.146241-05"2018-10-04 12:39:30.146289-05"31623"45
1643"2018-10-04 12:44:53.259033-05"2022-09-02 21:48:47.922242-05"31528"915
1596"2018-10-04 12:39:30.192203-05"2018-10-04 12:39:30.192253-05"31633"45
1597"2018-10-04 12:39:30.217912-05"2018-10-04 12:39:30.217944-05"31381"45
1598"2018-10-04 12:39:30.241794-05"2018-10-04 12:39:30.241826-05"31724"45
1584"2018-10-04 12:38:50.942022-05"2022-09-02 21:48:47.951051-05"31314"915
1613"2018-10-04 12:41:57.801251-05"2022-09-02 21:48:48.066397-05"31295"915
1602"2018-10-04 12:39:30.359049-05"2018-10-04 12:39:30.359093-05"31539"45
1603"2018-10-04 12:39:30.390714-05"2018-10-04 12:39:30.390772-05"31567"45
1604"2018-10-04 12:39:30.420174-05"2018-10-04 12:39:30.42022-05"31584"45
1607"2018-10-04 12:41:57.521508-05"2018-10-04 12:41:57.521576-05"31317"42
1609"2018-10-04 12:41:57.574176-05"2018-10-04 12:41:57.574207-05"31303"42
1612"2018-10-04 12:41:57.77246-05"2018-10-04 12:41:57.772605-05"31450"42
1614"2018-10-04 12:41:57.82527-05"2018-10-04 12:41:57.8253-05"31472"42
1616"2018-10-04 12:41:57.865609-05"2018-10-04 12:41:57.865639-05"31391"42
1550"2018-10-04 12:35:28.476948-05"2022-09-02 21:53:00.535032-05"31390"913
1637"2018-10-04 12:44:53.067245-05"2022-09-02 21:54:54.640808-05"31296"913
1620"2018-10-04 12:42:34.211362-05"2018-10-04 12:42:34.211392-05"31317"46
1659"2018-10-04 12:47:03.033814-05"2022-09-02 21:56:05.282085-05"31353"916
1622"2018-10-04 12:42:34.255715-05"2018-10-04 12:42:34.255746-05"31303"46
1623"2018-10-04 12:42:34.279504-05"2018-10-04 12:42:34.279562-05"31542"46
1631"2018-10-04 12:44:52.882967-05"2022-09-02 21:56:05.297916-05"31473"916
1625"2018-10-04 12:42:34.335697-05"2018-10-04 12:42:34.335742-05"31450"46
1551"2018-10-04 12:35:28.522843-05"2022-09-02 21:56:05.313951-05"31400"916
1627"2018-10-04 12:42:34.414204-05"2018-10-04 12:42:34.414259-05"31472"46
1552"2018-10-04 12:35:28.550155-05"2022-09-02 21:56:05.328976-05"31562"916
1629"2018-10-04 12:42:34.476736-05"2018-10-04 12:42:34.476768-05"31391"46
1608"2018-10-04 12:41:57.54958-05"2022-09-02 21:56:05.386716-05"31313"916
1632"2018-10-04 12:44:52.920314-05"2018-10-04 12:44:52.920344-05"31316"40
1633"2018-10-04 12:44:52.950379-05"2018-10-04 12:44:52.950401-05"31411"40
1638"2018-10-04 12:44:53.096199-05"2018-10-04 12:44:53.096231-05"31444"40
1639"2018-10-04 12:44:53.127429-05"2018-10-04 12:44:53.12747-05"31499"40
1640"2018-10-04 12:44:53.158962-05"2018-10-04 12:44:53.158984-05"31635"40
1641"2018-10-04 12:44:53.195984-05"2018-10-04 12:44:53.196023-05"31315"40
1642"2018-10-04 12:44:53.230607-05"2022-09-02 21:56:05.566158-05"31462"916
1644"2018-10-04 12:44:53.293502-05"2018-10-04 12:44:53.293534-05"31701"40
1611"2018-10-04 12:41:57.62724-05"2022-09-02 21:59:06.468414-05"31348"913
1646"2018-10-04 12:45:17.70885-05"2018-10-04 12:45:17.70888-05"31316"44
1647"2018-10-04 12:45:17.730382-05"2018-10-04 12:45:17.730412-05"31411"44
1669"2018-10-04 12:47:03.221888-05"2022-09-02 22:01:39.627303-05"31384"914
1665"2018-10-04 12:47:03.145028-05"2022-09-02 22:01:54.757643-05"31425"913
1555"2018-10-04 12:35:28.647568-05"2022-09-02 22:01:54.772071-05"31374"913
1549"2018-10-04 12:35:28.442475-05"2022-09-02 22:04:56.537792-05"31339"916
1652"2018-10-04 12:45:17.855686-05"2018-10-04 12:45:17.855726-05"31444"44
1653"2018-10-04 12:45:17.882493-05"2018-10-04 12:45:17.882541-05"31499"44
1654"2018-10-04 12:45:17.908386-05"2018-10-04 12:45:17.90842-05"31635"44
1655"2018-10-04 12:45:17.935356-05"2018-10-04 12:45:17.9354-05"31315"44
1576"2018-10-04 12:38:50.703642-05"2022-09-02 22:08:33.36757-05"31439"916
1635"2018-10-04 12:44:53.008367-05"2022-09-02 22:15:01.878911-05"31436"914
1658"2018-10-04 12:45:18.002167-05"2018-10-04 12:45:18.002209-05"31701"44
1660"2018-10-04 12:47:03.05263-05"2018-10-04 12:47:03.05266-05"31308"40
1661"2018-10-04 12:47:03.070417-05"2018-10-04 12:47:03.070467-05"31731"40
1663"2018-10-04 12:47:03.107693-05"2018-10-04 12:47:03.107723-05"31297"40
1666"2018-10-04 12:47:03.164849-05"2018-10-04 12:47:03.16488-05"31300"40
1670"2018-10-04 12:47:03.242101-05"2018-10-04 12:47:03.24216-05"31334"40
1671"2018-10-04 12:47:03.265563-05"2018-10-04 12:47:03.265594-05"31610"40
1664"2018-10-04 12:47:03.126138-05"2022-09-02 22:18:12.966934-05"31349"914
1673"2018-10-04 12:47:38.545893-05"2018-10-04 12:47:38.545937-05"31308"45
1674"2018-10-04 12:47:38.582548-05"2018-10-04 12:47:38.582583-05"31731"45
1554"2018-10-04 12:35:28.615485-05"2022-09-02 22:19:52.732054-05"31372"916
1676"2018-10-04 12:47:38.637637-05"2018-10-04 12:47:38.637691-05"31297"45
1585"2018-10-04 12:38:50.97287-05"2022-09-02 22:20:52.2305-05"31333"914
1542"2018-10-04 12:31:59.694199-05"2022-09-02 20:51:26.195826-05"31319"912
1621"2018-10-04 12:42:34.231709-05"2022-09-02 20:52:21.20338-05"31313"912
1571"2018-10-04 12:35:57.779629-05"2022-09-02 21:04:13.981234-05"31626"911
1565"2018-10-04 12:35:57.623795-05"2022-09-02 21:04:14.019887-05"31562"911
1618"2018-10-04 12:42:34.171233-05"2022-09-02 21:04:14.104423-05"31376"911
1624"2018-10-04 12:42:34.307865-05"2022-09-02 21:04:14.156202-05"31348"911
1564"2018-10-04 12:35:57.602032-05"2022-09-02 21:04:14.207796-05"31400"911
1619"2018-10-04 12:42:34.191365-05"2022-09-02 21:04:14.222186-05"31305"911
1630"2018-10-04 12:42:34.502428-05"2022-09-02 21:04:14.274629-05"31652"911
1645"2018-10-04 12:45:17.689035-05"2022-09-02 21:04:14.34245-05"31473"911
1628"2018-10-04 12:42:34.446856-05"2022-09-02 21:04:14.394345-05"31496"911
1648"2018-10-04 12:45:17.752696-05"2022-09-02 21:05:08.242618-05"31312"912
1672"2018-10-04 12:47:38.516661-05"2022-09-02 21:05:48.84361-05"31353"912
1595"2018-10-04 12:39:30.169841-05"2022-09-02 21:07:07.337691-05"31377"912
1651"2018-10-04 12:45:17.823235-05"2022-09-02 21:07:42.103429-05"31296"912
1626"2018-10-04 12:42:34.380226-05"2022-09-02 21:10:11.433602-05"31295"912
1599"2018-10-04 12:39:30.264761-05"2022-09-02 21:12:49.978462-05"31314"912
1545"2018-10-04 12:31:59.772851-05"2022-09-02 21:14:00.508573-05"31511"912
1656"2018-10-04 12:45:17.962113-05"2022-09-02 21:15:11.29198-05"31462"912
1562"2018-10-04 12:35:57.559932-05"2022-09-02 21:17:18.483254-05"31339"910
1591"2018-10-04 12:39:30.080333-05"2022-09-02 21:17:18.644504-05"31439"910
1675"2018-10-04 12:47:38.60799-05"2022-09-02 21:17:18.721361-05"31455"910
1649"2018-10-04 12:45:17.777868-05"2022-09-02 21:17:18.804162-05"31436"910
1593"2018-10-04 12:39:30.119679-05"2022-09-02 21:17:18.860429-05"31500"910
1650"2018-10-04 12:45:17.801678-05"2022-09-02 21:17:18.914186-05"31487"910
1677"2018-10-04 12:47:38.683417-05"2022-09-02 21:17:19.05793-05"31349"910
1567"2018-10-04 12:35:57.666309-05"2022-09-02 21:17:19.124106-05"31372"910
1569"2018-10-04 12:35:57.71605-05"2022-09-02 21:17:19.178742-05"31564"910
1600"2018-10-04 12:39:30.287309-05"2022-09-02 21:17:19.260006-05"31333"910
1601"2018-10-04 12:39:30.310188-05"2022-09-02 21:17:19.42863-05"31325"910
1668"2018-10-04 12:47:03.201265-05"2022-09-02 22:24:29.54406-05"31627"914
1747"2018-10-04 12:56:12.391675-05"2022-09-02 21:47:04.110141-05"31576"914
1679"2018-10-04 12:47:38.743853-05"2018-10-04 12:47:38.743902-05"31300"45
1690"2018-10-04 12:50:00.972031-05"2022-09-02 21:48:47.145342-05"31639"915
1748"2018-10-04 12:56:12.419744-05"2022-09-02 21:48:47.292497-05"31481"915
1698"2018-10-04 12:50:01.137169-05"2022-09-02 21:48:47.322344-05"31320"915
1683"2018-10-04 12:47:38.855296-05"2018-10-04 12:47:38.85535-05"31334"45
